Navn,Lengdegrad,Breddegrad
Bryn og Hammerbakken skole Bryn skole,10.49431,59.92061
Blommenholm skole,10.5496,59.89827
Rykkinn skole,10.47462,59.93007
Goa skole,5.63132,58.98577
Grødem skole,5.65369,59.01061
Elvetun skole,17.69709,69.0882
Tydal barne- og ungdomsskole,11.66984,63.04176
Grimstad ungdomsskole,8.58999,58.3458
Fjære barneskole,8.62287,58.37027
Holviga barneskole,8.56707,58.32427
Fevik skole,8.67927,58.38156
Frivoll skole,8.57729,58.3466
Landvik skole,8.53451,58.34958
Rjukan ungdomsskole,8.63032,59.88074
Atrå barne- og ungdomsskole,8.73647,59.98783
Atrå barne- og ungdomsskole avd Hovin,9.03012,59.85212
Gjerdrum ungdomsskole,11.02795,60.072
Flakstad barne- og ungdomsskole,13.22983,68.0919
Nordre Land kommune Dokka barne- og ungdomsskole,10.07488,60.8391
Nordre Land kommune 0-24 Torpa barne- og ungdomsskole,10.10796,60.96595
Sylling skole,10.29253,59.89162
Lierbyen skole,10.25863,59.7919
Høvik skole,10.23903,59.75981
Heia skole,10.32971,59.82114
Hegg skole,10.24535,59.78183
Hallingstad skole,10.26936,59.81043
Gullaug skole,10.28253,59.75108
Tranby skole,10.26766,59.81112
Egge skole,10.2138,59.81461
Sandhornøy skole,14.07896,67.13597
Nygårdsjøen oppvekstsenter avd skole,14.30533,67.10169
Mosjøen skole,13.20361,65.8364
Eknes ungdomsskole,10.0089,59.7594
Killingrud ungdomsskole,10.07696,59.76149
Veiavangen ungdomsskole,9.99888,59.7479
Åsen skole,10.02104,59.73285
Stenseth skole,10.03576,59.76052
Steinberg skole,9.97167,59.75887
Mjøndalen skole,10.01343,59.74784
Solberg skole,10.07689,59.76313
Krokstad skole,9.99941,59.75862
Askimbyen skole,11.15669,59.58436
Gjøklep ungdomsskole,10.29653,59.48241
Meråker skole,11.73337,63.41334
Aurdalslia skole,5.28164,60.30724
Lægreid skule,7.07247,60.46387
Berlevåg skole,29.09195,70.86111
Gamvik skole,28.24304,71.06374
Hasvik skole,22.14988,70.48901
Saga skole,23.42893,69.96301
Eidebakken skole,20.19678,69.57571
Finnsnes barneskole,17.99982,69.23503
Senjahopen skole,17.48314,69.49646
Laksvatn oppvekstsenter avd skole,19.36649,69.37709
Nordkjosbotn skole,19.563640304406878,69.21707247050576                                     # Hentet fra Google Maps
Storsteinnes skole,19.21366,69.23695
Malangen skole,18.90103,69.33172
Stakkevollan skole,18.99247256447704, 69.69415731136243                                      # Hentet fra Google Maps
Inndyr skole avd skole,14.03503,67.03622
Sørarnøy skole og barnehage avd skole,13.9705,67.14149
Husøy skole,12.09398,66.50259
Grane barne- og ungdomsskole,13.39952,65.53436
Vik skole,12.16782,65.30704
Ankenes skole,17.3845212,68.4172513
Tverlandet skole,14.72827,67.2972
Rørvik skole,11.23923,64.87106
Vuku barne- og ungdomsskole,11.73931,63.77559
Aune barneskole,9.68299,62.59678
Sunndal ungdomsskole,8.594027400443318,62.669450367860264                                      # Hentet fra Google Maps
Angvik skule,8.08893,62.89709
Harøy skule,6.45818,62.77153
Kvam skole,7.10109,62.73693
Sellanrå skole,7.14451,62.73967
Cap Clara skole,7.09392,62.73388
Langmyra skole,7.18059,62.74298
Nordbyen skole,7.22336,62.75545
Kviltorp skole,7.23207,62.74426
Kleive oppvekstsenter skole,7.65726,62.79253
Vågsetra barne- og ungdomsskole,7.42678,62.7141
Bolsøya skole,7.32133,62.73068
Sekken oppvekstsenter skole,7.33872,62.65202
Bekkevoll ungdomsskole,7.141,62.7409
Skjevik barne- og ungdomsskole,7.530877105063068,62.78702048593519                                     # Hentet fra Google Maps
Øystese skule,6.19911,60.38818
Norheimsund skule,6.14306,60.37051
Ålvik skule,6.43599,60.43335
Strandebarm skule,6.0132,60.25583
Kvam ungdomsskule,6.19453,60.38766
Odda barneskole,6.54344,60.06871
Vågen oppvekstsenter,5.74778,59.59625
Kleppe skule,5.6374,58.77914
Sagabakken skole,10.98429,59.21807
Lunde barneskole,10.93235,59.16168
Vestbygda ungdomsskole,10.77316,59.26612
Haugeåsen ungdomsskole,10.98423,59.2495
Johannes læringssenter Flerspråklige Barn,5.75493,58.96731
Senter for Trygt og Godt Læringsmiljø,5.7023,58.86296
Porsholen skole,5.73655,58.88097
Rundevoll skole,5.99799,58.4316
Farsund barneskole,6.7955,58.09309
Furulunden skole,7.4469,58.02493
Frøysland skole,7.45257,58.03787
Holum skole,7.52382,58.09715
Vassmyra ungdomsskole,7.49768,58.02766
Eide skole,8.50488,58.26937
Smi-Skolen i Arendal,8.7576,58.46647
Rjukan barneskole,8.61452,59.87951
Nome voksenopplæring og Flyktningetjeneste,9.1065,59.30075
Byskolen,10.22285,59.13113
Spikkestad skole,10.33652,59.74922
Hyggen skole,10.37311,59.71663
Slemmestad barneskole,10.49145,59.77937
Nærsnes skole,10.5051,59.75512
Frydenlund skole,10.5106,59.71444                           # Åros
Midtbygda skole,10.41412,59.74533
Torvbråten skole,10.4799,59.76165
Sydskogen skole,10.45235,59.75985
Slemmestad ungdomsskole,10.47892,59.7777
Spikkestad ungdomsskole,10.3495,59.73954
Fagertun skole,11.19504,61.72068
Glommasvingen skole,11.67053,60.25768
Sykehusskolen i Oslo,10.71712,59.94804
Lusetjern skole,10.78906,59.8324
Gamlebyen skole,10.77044,59.90681
Sollerudstranda skole,10.64741,59.91357
Oslo sjøskole,10.738097113830733,59.8964735675499           # Hentet fra Google Maps
Holmen skole Grunnskole/Videregående skole,10.48746,59.86594
Volla skole,11.04688,59.95712
Vigernes skole,11.07158,59.95535
Åsenhagen skole,11.03379,60.00916
Asak skole,11.10827,59.99323
Sten-Tærud skole,11.04043,59.99653
Skjetten skole,10.99673,59.95975
Arnestad skole,10.48976,59.80236
Den Alternative skolen,10.44017,59.83126
Hærland skole,11.42392,59.55022
Mysen ungdomsskole,11.33385,59.54982
Byskogen ungdomsskole,10.41817,59.28405
Harstad kommune Nordsida barneskole,16.510424415171613,68.81788584166195                                      # Hentet fra Google Maps
Vesterøya skole,10.24742,59.10982
Badderen oppvekstsenter,22.03265,69.84443
Stange kommune kvalifiseringssenter,11.18938,60.71654
Eidet skule,6.59899,62.54704
Åsnes barneskole,12.01823,60.61129
Vanylven Alternativ Opplæringsarena,5.55946,62.09859
Vear ungdomsskole,10.35958,59.25817
Kongsvik skole,16.27525,68.56541
Kjellervolla skole,11.04412,59.96489
Mo barne- og ungdomsskole,11.64427,60.42275
Stange ungdomsskole,11.19937,60.71531
Flatanger kommune voksenopplæring,10.89473,64.5013
Øyslebø ungdomsskole,7.55482,58.17176
Biri barneskole,10.60786,60.95371
Sommerschild skole,10.399162583276196,63.42955015672339                                        # Hentet fra Google Maps
Bentsebrua skole,10.76132,59.93744
Sørreisa ungdomsskole,18.161,69.14532
Klokkerjordet skole,10.21468,59.58676
Åmot Barne og ungdomsskole,11.36681,61.14017
Aure barneskule,6.59734,62.3948
Årølia skole,7.2911,62.75485
Folkeparken skole,7.75023,63.12241
Tvedestrand barneskole,8.93743,58.62925
Voldsløkka skole,10.74978,59.94301
Rørstadmarka skule,6.2651,62.43106
Smi-Skolen i Agder,7.99417,58.15105
Oppvekstsenter Vest skole,11.15243,63.86347
Borgafjellet barneskule,5.48846,60.20048
Hvaler barne- og ungdomsskole,10.94302,59.07066
Båthuset skole,23.70177,70.69254
Labakken skole,10.4,59.23829
Kirkebygden skole,10.85648,59.49198
Orkland kommune Newton-Rom,9.84056,63.30724
Elvetangen skole,10.84822,60.11236
Nordstrand ungdomsskole,10.79517,59.86008
Vardheia ungdomsskule,5.6441,58.74155
Bamble ungdomsskole,9.70274,59.02836
Kjerrberget ungdomsskole,5.66999,58.88483
Kleivane skole,5.775,58.83847
Botngård ungdomsskole,9.81811,63.76459
Helland ungdomsskule,7.12664,62.52133
Valsvigveien skole,8.06861,58.13199
Bogafjell ungdomsskole,5.74469,58.82187
Frøya ungdomsskole,8.8262,63.73046
Lom kompetansesenter,23.22377,69.9515
Spildepollen skule,5.03895,60.23904
Vestre Toten ungdomsskole,10.60744,60.7169
Sandnes og Bjørnevatn skole,29.97087,69.66882
Oksenøya skole,10.61134,59.89863
Elverum kommune - Ydalir skole,11.57965,60.89236
Alvdal barneskole,10.64441,62.10356
Froland barneskole,8.63245,58.51239
Huseby barneskole - Ac Møller tegnspråksenter,10.35162,63.3634
Benterud skole,10.25016,60.1597
Kongeveien skole,11.4082,59.11348
Moelv skole,10.69578,60.92854
Smøla barneskole,8.00951,63.4601
Modulskole Ås Stadion,10.7971,59.66772
Klepp kommune Klepp Tverrfagelege Team,5.56243,58.7825
Vollebekk skole,10.82626,59.93723
Farsund ungdomsskole,6.79505,58.09233
Tysvær Morsmålsopplæring,5.44794,59.42157
Brandbu barneskole,10.51399,60.42251
Holmen skole,10.67632,59.95343
Luhr skole,10.95699,59.94388
Frogner skole,11.10261,60.02581
Rygge ungdomsskole,10.69139,59.40627
Hansbakken skole,10.54327,63.4292
Brynseng skole,10.81164,59.90889
Fernanda Nissen skole,10.7707,59.94685
Holviga ungdomsskole,8.56587,58.32474
Hå opplæringssenter avd grunnskole,5.63536,58.67549
Frol barneskole,11.32013,63.74567
Fagerli skole,10.0412,59.07019
Hølen skole,10.7383,59.54207
Tjeldstø skule,4.84205,60.59247
Vadsø barneskole,29.74163,70.0809
Torvastad skole og kultursenter,5.25247,59.38939
"Trondheim kommune Mestring og Inkludering, dagskolen",10.44213,63.44368
Vestby videregående skole avd grunnskole,10.75801,59.60693
Mesterfjellet skole,10.04164,59.04901
Bråtejordet skole,10.99933,59.95447
Teglverket skole,10.79533,59.92383
Fagerborg skole,10.73094,59.93352
Granstangen skole,10.9013,59.94395
Levanger ungdomsskole,11.30497,63.75225
Gystadmarka ungdomsskole,11.18903,60.15103
Hurdal skole og kultursenter avd skole,11.0688,60.43318
Berg skole,10.74146,59.94928
Hatlane skole,6.27111,62.46027
Bekkestua barneskole,10.59035,59.92451
Lunderød skole og ressurssenter,8.69614,58.43581
Bamble kommune Paletten Innføringsavd.,9.70274,59.02836
Sofienberg skole,10.7702,59.92199
Sykehusskolen Levanger,11.30809,63.72404
Gvarv skole,9.19002,59.38872
Løren skole,10.80249,59.93161
Askim ungdomsskole,11.16929,59.57777
Meldal barne- og ungdomsskole,9.70222,63.04234
# Kuben videregående skole,10.817008410127475,59.928133452974635                                     # Hentet fra Google Maps
Bruhagen barneskole,7.63791,63.04928
Nordbygdo ungdomsskule,5.51144,59.79962
Einedalen skule,5.68859,62.33463
Sætre Gard,5.54145,59.35745
Smi-Skolen i Kristiansand,7.98128,58.16383
Erdal ungdomsskole,5.20619,60.4488
Samnanger barneskule,5.76661,60.39523
Jordal skole,10.78313,59.90822
Moan skole,21.04669,69.76995
Brånås skole,11.02269,59.99822
Emma Hjorth skole,10.48667,59.89658
Disen skole,10.79451,59.94842
Vahl skole,10.76681,59.91679
Skogn barne- og ungdomsskole,11.20377,63.69824
Lillehammer læringssenter,10.47372,61.11791
Høgås skole,9.30418,59.56264
Skøyenåsen skole,10.83679,59.8955
Kaiskuru skole,23.37321,69.95612
Hennummarka skole,10.28081,59.82116
Vikhammeråsen grendaskole,10.6371,63.43446
Kattem skole,10.33395,63.34532
Pasvik skole,30.05574,69.4548
Kollmyr skole,9.55499,59.21335
Austrheim skole,5.28205,59.43725
Kurland skole,11.01799,59.93351
Frøyland ungdomsskule,5.72662,58.77209
Selsbakk skole,10.3674,63.39363
Lø skole,11.48691,63.999
Øystre Slidre ungdomsskule,9.08264,61.13241
Hallermoen skole,10.14678,59.7286
Finnsnes ungdomsskole,17.9967,69.2347
Lena ungdomsskole,10.80138,60.67841
Nes ungdomsskole,10.84401,60.80069
Hokksund ungdomsskole,9.90732,59.77023
Stangeland ungdomsskole,5.31322,59.27679
Sjetne skole,10.39757,63.36835
Trysil ungdomsskole,12.26777,61.31536
Ytterøy barne- og ungdomsskole,11.04811,63.77033
Brøttum barne- og ungdomsskole,10.55787,61.02777
Tysværvåg barne- og ungdomsskule,5.48566,59.33384
Hyllestad skule,5.29468,61.16989
Ottestad ungdomsskole,11.11325,60.76914
Bjerkvik skole,17.55346,68.55174
Ballangen skole,16.82475,68.33943
Bjorøy skule,5.17198,60.317
Brattholmen skule,5.15666,60.35125
Selvær oppvekstsenter Avdeling skole,12.237957261038414,66.58794716430062                                    # Hentet fra Google Maps
Ytteren skole,14.12528,66.3479
Dønna barne- og ungdomsskole,12.48897,66.10709
Toftøy skule,4.94682,60.48046
Alversund skule,5.23533,60.56715
Bardu ungdomsskole,18.36153,68.87419
Mellembygd Kultur og oppvekstsenter avd skole,18.85331,69.0225
Tofte skole,10.55404,59.54191
Geilo barne- og ungdomsskole,8.22285,60.53524
Vang skole,10.32259,60.17426
Vistdal oppvekstsenter skole,7.92842,62.72076
Veggli skole,9.14989,60.04144
Fræna ungdomsskule,7.15579,62.85434
Sylte skule,7.23292,62.82936
Dølemo oppvekstsenter avd skule,8.339686760131212,58.71150191909595                                      # Hentet fra Google Maps - lagt ned?
Stuenes skole barne- og Ungdomstrinn,8.84791,58.49273
Stinta skole barne- og Ungdomstrinnet,8.75785,58.46275
Søndeled skole,9.08144,58.76286
Soknedal skole,10.18882692796444, 62.956038804775304                                      # Hentet fra Google Maps
Midtbygda skole,9.56705,62.61664
Stadsbygd skole,10.00109,63.5119
Sistranda barneskole,8.82852,63.73056
Søre Øyane barneskule,5.37446,60.14706
Fusa barneskule,5.61961,60.19979
Skulestad skule,6.43466,60.65852
Skare barneskule,6.596509338963613,59.931293712929104                                        # Hentet fra Google Maps
Øvrebygda skule,5.33303,59.86683
Roligheden skole Barne-/Ungdomstrinnet,8.80659,58.45535
Tindlund ungdomsskole,11.04596,59.26825
Spydeberg ungdomsskole,11.08547,59.61842
Melløs skole,10.66689,59.42121
Tanabru skole,28.1665,70.19775
Billefjord Sjøsamiske oppvekstsenter Avdeling skole,25.047989814239475,70.31656681108848                                     # Hentet fra Google Maps
Fjordtun skole,23.68474,70.63451
Bergsfjord oppvekstsenter avd skole,21.79281,70.25072
Høknes barneskole,11.53498,64.47302
Namsos barneskole,11.51459,64.47054
Rosenborg skole,10.41765,63.42948
Nidarvoll skole,10.40594,63.39911
Flatdal oppvekstsenter skole 1-7,8.56844,59.56752
Stathelle barneskole,9.70527,59.03585
Herre skole,9.56573,59.10329
Heistadskolene avd Ungdom,9.68297,59.08681
Tveten skole,9.6973,59.11703
Bigset skule,5.96781,62.35794
Gursken oppvekstsenter avd skule,5.65299,62.21724
Langevåg skule,6.2132,62.43927
Stryn ungdomsskule,6.73671,61.9091
Ålfoten oppvekstsenter avd skule,5.66367,61.82803
Viksdalen skule,6.11736,61.35317
Dingemoen skule,5.4007,61.35415
Solvorn oppvekstsenter skule,7.23764,61.30142
Flåm skule,7.11908,60.84327
Aurland barne- og ungdomsskule,7.19706,60.90389
Solvang skole,5.28662,59.41854
Gard skole,5.26597,59.42807
Frøyland skule,5.7258,58.77415
Sola ungdomsskole,5.65859,58.89561
Risvoll skule,6.31037,59.64509
Grinde skule,5.46039,59.42913
Nordre Ål skole,10.46501,61.13277
Vingrom skole,10.43263,61.04827
Skåbu oppvekstsenter avd skole,9.40909,61.525
Midtbygda og Harpefoss skule,9.94888,61.55909
Solvang skole,10.44272,61.2381
Nordli skole,10.75655,60.74174
Lunner ungdomsskole,10.60998,60.29346
Bjoneroa skole,10.29614,60.51633
Etnedal skule,9.63339,60.92617
Os skole,11.23755,62.49631                          # Os
Stor-Elvdal ungdomsskole,11.0593,61.56687
Hernes skole,11.63789,60.92613
Sogsti skole,10.64638,59.65489
Ingieråsen ungdomsskole,10.79379,59.81018
Blaker skole,11.3717,59.99078
Kjenn skole,10.95964,59.931
Mogreina skole,11.16612,60.22843
Dal skole,11.20046,60.25344
Langset skole,11.24016,60.4034
Tonstad skule,6.72142,58.67209
Byremo barneskule,7.40416,58.42324
Eikeland oppvekstsenter Avdeling skole,7.75414,58.37801
Brattås skole,10.38919,59.19616
Husvik skole,10.47308,59.25768
Barkåker skole,10.39213,59.31661
Andebu skole,10.17318,59.3063
Solerød skole,10.36402,59.37107
Ingeberg skole,11.12964,60.82769
Gaupen skole,10.7797,60.87248
Ajer ungdomsskole,11.05727,60.8055
Ogndal skole,11.66743,64.02657
Storslett skole avd Sørkjosen,20.94177,69.79061
Skarpengland skole,7.85275,58.29516
Måndalen barne- og ungdomsskule,7.43676,62.53068
Li skole,5.35213,60.46439
Hop Oppveksttun skole,5.34337,60.32418
Ulsetskogen skole,5.31565,60.46112
Alvøen skole,5.18717,60.36521
Hjellestad skole,5.25356,60.2574
Kyrkjekrinsen skole,5.34271,60.47556
Rothaugen skole,5.32211,60.404
Nordnes skole,5.30817,60.3973
Gautesete skole,5.72318,58.89919
Østbyen skole,14.40918,67.28028
Harstad kommune Harstad barneskole,16.5407,68.80425
Sunnylven skule,6.87029,62.08514
Jelsa oppvekstsenter avd skule,6.04203,59.34324
Ime skole,7.4925,58.03315
Skeie skole,5.72701,59.00235
Byfjord skole,5.70285,58.98032
Tjensvoll skole,5.70436,58.95134
Kvaleberg skole,5.74545,58.94385
Høle barne- og ungdomsskule,6.01865,58.89687
Tjøme ungdomsskole,10.39703,59.12177
Lillås skole,10.46067,59.42143
Løten ungdomsskole,11.33891,60.82067
Solberg skole,10.7943,59.7185
Haumyrheia skole,8.06675,58.15775
Tordenskjoldsgate skole,7.99262,58.15005
Torridal skole,7.92718,58.20446
Flekkerøy skole,7.99561,58.07872
Store Bergan skole,10.20821,59.10193
Vevelstadåsen skole,10.848278090768979,59.75740429176041                                      # Hentet fra Google Maps
Os skole,11.388505788670846,59.12680209337316                                       # Hentet fra Google Maps - Halden          
Tokerud skole,10.93053,59.96622
Hovseter skole,10.65461,59.94974
Haugen skole,10.90543,59.94729
Skjønnhaug skole,10.87693,59.9288
Rustad skole,10.83855,59.87201
Manglerud skole,10.824106596634293,59.894162206510316                                       # Hentet fra Google Maps
Lilleaker skole,10.63898,59.92295
Grünerløkka skole,10.76166,59.92639
Holmlia skole,10.79058,59.83345
Stokmarknes skole,14.9091,68.56563
Hanstad skole,11.57061,60.86176
Jordet skole,10.01117,59.01765
Leirfjord barne- og ungdomsskole,12.93902,66.06531
Susendal oppvekstsenter avd skole,13.99259,65.4062
Eigerøy skole,5.96408,58.45489
Solberg skole,10.39385,59.8046
Mellom-Nes skole,10.49678,59.86624
Flisnes skole,6.4138,62.43047
Vega barne- og ungdomsskole,11.9523,65.67548
Tylldalen skole og Sfo,10.79978,62.12741
Gottesjord skole,18.11799,69.17252
Kaldfjord skole,18.73826,69.68317
Ersfjordbotn skole,18.61881,69.69461
Slevik skole,10.83176,59.1995
Berger skole,11.07538,61.89352
Venn oppvekstsenter avd skole,10.0513,63.2504
Båtsfjord skole,29.70523,70.63277
Eid skole,10.11328,63.1696
Gimsøy skole,14.1997,68.32005
Ringstabekk skole,10.60116,59.91847
Snarøya skole,10.62289,59.88852
Eikeli skole,10.60466,59.93751
Harestad skole,5.62848,59.00262
Lyngheim skole,14.15843,66.31987
Oddevall skole,10.21794,59.86258
Kringlebotn skole,5.37188,60.32819
Alta ungdomsskole,23.29346,69.97289
Narvik ungdomsskole,17.43894,68.44453
Bergmo ungdomsskole,7.2224,62.74397
Vennesla ungdomsskole,7.97741,58.27595
Røyslimoen skole,10.5085,61.0957
Oslo voksenopplæring Rosenhof,10.77547,59.93087
Sagdalen skole,11.01346,59.95116
Lervig skole,5.75769,58.96706
Kleppelunden skule,5.61692,58.77939
Stangaland skole,5.31472,59.27352
Årviksand skole,20.527199825874217,70.19768171184874                                      # Hentet fra Google Maps
Trøndelag grunnskole,11.49431,64.01318
Oslo kommune Språksenteret,10.7702,59.92199
Nore Neset ungdomsskule,5.41761,60.17966
